id,room,area,toilet,x,y,khoang_cach,n_hospital,price
5702,2,103.0,2,21.01941681,105.8168793,2.65,2,31.690140849999953
1627,2,57.0,1,21.03506279,105.7496643,5.56,1,43.85204081249994
2557,4,143.0,3,21.0201683,105.7807541,3.3,0,22.623059866363626
4174,2,91.0,2,21.03623962,105.7853775,2.05,1,36.1904761888889
4697,2,70.0,2,20.9991188,105.8084412,4.4,4,20.10000000000001
7913,3,105.0,2,21.03656769,105.7604828,4.47,1,43.100000000000065
188,2,70.0,2,20.97952843,105.7875671,6.57,3,29.99999999999997
6742,3,85.0,1,21.0416738,105.841164,3.65,4,26.96078431666668
564,3,93.0,2,21.02122498,105.828064,3.19,2,41.15942029199997
4691,2,65.0,2,20.991436,105.7560654,7.08,0,38.349514559999974
2181,3,80.0,2,20.99657822,105.8651962,7.62,0,32.291666666666636
1846,2,59.0,1,21.00885201,105.7439194,6.97,0,26.796116504
3,3,102.0,3,21.00266647,105.8154297,4.17,4,23.125000000000014
9602,3,135.0,2,21.0288105,105.8235626,2.36,1,50.99999999999994
7141,2,88.0,2,21.01875877,105.7947769,2.61,2,46.66666666666671
10835,2,30.0,1,21.0514559,105.8109757,1.06,1,44.99999999999999
1507,2,63.4,1,20.96388435,105.8241653,8.14,1,30.50193050142855
6258,3,96.0,2,20.98337555,105.7835312,6.32,3,59.18367347000001
9174,2,86.0,2,20.9974041,105.8040619,4.55,5,36.250000000000036
3197,2,64.0,2,20.98483658,105.8598557,8.01,1,40.18441558428566
8296,1,52.0,1,21.0324192,105.8313599,2.86,2,40.18441558428566
9045,3,96.0,2,20.98732567,105.8498383,7.16,2,36.03603603999997
7506,2,70.5,2,20.95749855,105.8430862,9.36,2,38.684719539999975
5167,2,100.0,2,21.01901627,105.7932053,2.65,2,14.857142860000007
6717,3,77.0,2,21.0884064,105.8682517,7.81,1,40.95238095142852
1264,2,71.0,2,21.01609802,105.7924881,2.95,2,49.25373133999996
478,3,115.0,2,20.99682999,105.7938385,4.74,3,50.76923076999997
3940,3,102.0,2,20.99477196,105.8061295,4.82,5,21.66666666666665
5928,3,105.0,2,20.99477196,105.8061295,4.82,5,32.32876712
3108,2,45.0,1,21.0004465,105.8300073,4.94,5,32.07547170000004
379,2,48.0,1,21.04087,105.779158,2.56,1,53.9069361275
3269,3,77.0,2,20.97642708,105.8254318,6.97,1,60.259259259333355
1661,3,107.0,2,21.00245285,105.8011932,4.06,4,37.50000000000003
3177,3,110.0,2,20.99599457,105.8612671,7.35,0,42.59453781571422
9430,2,75.0,1,20.96246719,105.792366,8.14,2,27.35772357666666
2928,2,68.0,2,21.00278091,105.9454651,14.64,0,22.41576994571431
10834,4,185.0,4,20.99895859,105.7880325,4.7,3,33.093525180000036
3158,3,62.4,2,21.00893211,105.7440033,6.96,0,45.13888888874995
7603,2,85.0,2,20.95850182,105.8263474,8.72,1,29.99999999999997
4908,4,158.0,3,21.00836563,105.8029099,3.46,3,26.014167649090904
5749,3,109.0,2,20.97241211,105.761528,8.27,2,48.52941176000002
10743,2,105.0,2,20.96723366,105.7682953,8.4,2,49.84326018909085
1842,3,134.0,2,21.06497765,105.7977371,2.31,1,31.811674880000037
7654,2,133.0,2,21.00266647,105.8154297,4.17,4,26.50602410000003
173,3,113.0,2,21.00029182,105.8160095,4.41,4,17.53424658000001
9446,2,66.0,2,20.98278236,105.8343811,6.71,1,15.999999999999993
456,4,127.0,3,20.94645882,105.8557816,10.92,3,42.63157895000003
8002,3,90.3,2,20.99926758,105.8757248,8.34,0,48.19444444666664
5997,3,90.0,2,20.97293854,105.8663559,9.33,0,46.42857142999998
3590,2,79.0,2,21.04015923,105.7613144,4.35,1,43.24324323999998
5407,1,45.0,1,21.07284927,105.8124313,3.09,0,21.8857142857143
464,3,86.0,2,21.03512001,105.7674332,3.81,0,29.78787878833337
2892,2,70.0,2,20.98434067,105.7768097,6.49,3,22.549019610000013
817,2,50.0,1,20.9837461,105.8411144,6.95,2,36.76470587999998
7762,2,55.0,2,20.95876884,105.8463135,9.39,2,53.69318182000004
5554,2,65.0,1,20.9732914,105.8200073,7.13,0,58.57843137166675
10246,2,88.0,2,21.022953,105.809814,2.06,3,55.84523809499995
10303,3,128.0,2,21.02879715,105.825676,2.53,1,85.21341463499992
9990,3,80.0,2,21.0024147,105.9641113,16.45,0,41.08796296249996
8678,2,78.0,2,20.99653816,105.8633881,7.48,0,49.09090909000005
5389,4,127.0,3,20.94645882,105.8557816,10.92,3,33.707865170000005
2185,2,72.0,2,21.00580597,105.7943726,3.85,2,28.888888890000015
1207,4,127.0,3,20.95876884,105.8463135,9.39,2,45.16806723000004
4377,2,76.0,2,20.994772,105.80613,4.82,5,56.04051565000008
4589,3,103.2,2,21.09144402,105.7847214,5.25,1,44.44444444000003
10040,2,74.0,2,20.99843788,105.8667374,7.63,0,59.66850828999992
9975,2,77.6,2,21.02949715,105.8270645,2.61,1,37.894736839999965
6948,3,113.0,2,20.98483658,105.8598557,8.01,1,45.774647890000026
10012,3,105.0,2,21.04431725,105.877861,7.32,3,58.064516130000044
9949,3,94.0,2,21.04615211,105.9156494,11.1,1,42.59453781571422
10895,3,115.0,2,21.00886726,105.820343,3.75,4,35.89492753999997
1424,3,105.0,2,21.00029182,105.8160095,4.41,4,47.01612903000009
10870,1,55.0,1,21.0450408,105.7921796,1.27,1,49.019607839999956
5246,2,72.9,2,20.97602463,105.7615967,7.96,1,59.02186421090909
1851,2,47.0,1,21.00885201,105.7439194,6.97,0,86.66666667000013
6777,2,55.0,1,21.0040864,105.8031129,3.89,4,83.88888888888887
2019,3,124.0,2,21.01941681,105.8168793,2.65,2,55.27583440220007
7162,1,47.0,1,21.0024147,105.9641113,16.45,0,44.28571429000003
561,2,60.0,2,20.95990562,105.7918015,8.4,2,51.01190476500006
3128,2,78.0,2,21.04423332,105.7673187,3.74,0,42.51041666666669
858,3,86.0,2,21.04431725,105.877861,7.32,3,41.397849460000046
1889,2,82.0,2,20.96040535,105.794693,8.31,2,38.049999999999976
8544,4,200.0,2,21.02122498,105.828064,3.19,2,97.26027400400008
5640,2,68.0,2,20.97634506,105.7614975,7.94,1,33.49999999999997
1401,2,70.0,2,21.00885201,105.7439194,6.97,0,49.450549450000075
3666,2,65.0,2,21.04956627,105.778595,2.69,1,42.73684211000003
5185,3,134.52,3,20.96418762,105.8305283,8.29,1,20.317460320000006
3867,3,86.0,2,20.99688148,105.8179703,4.79,3,52.632756044827524
2235,2,71.0,2,21.01609802,105.7924881,2.95,2,88.88888889000013
5063,3,102.0,2,20.99477196,105.8061295,4.82,5,42.80000000000003
5973,3,90.4,2,20.98732567,105.8498383,7.16,2,30.555555560000034
9916,2,72.0,2,21.01609802,105.7924881,2.95,2,38.625000000000036
2472,2,68.0,2,21.00086212,105.7930527,4.36,3,22.499999999999996
5342,3,98.1,2,21.02681732,105.7876663,2.34,0,44.327272727999954
6048,3,104.0,2,21.01743507,105.7803955,3.52,0,36.99999999799998
7857,3,125.2,2,21.01193619,105.7749939,4.29,0,35.17647058999996
1114,3,139.18,2,21.04423332,105.7673187,3.74,0,46.666666670000005
7570,3,125.2,2,21.01193619,105.7749939,4.29,0,64.32732315999996
3072,2,76.0,2,20.99843788,105.8667374,7.63,0,39.489489489999976
7397,4,156.0,2,20.9934864,105.8069077,4.95,5,24.545454549999977
8313,3,102.0,3,20.97602463,105.7615967,7.96,1,41.46191646272731
8266,1,53.0,1,20.99479103,105.8678436,7.94,0,33.71212121000003
5530,2,69.9,2,20.97952843,105.7875671,6.57,3,44.927536235000076
10757,2,64.0,1,20.99477196,105.8061295,4.82,5,31.34328357999996
2125,3,100.0,2,21.04025078,105.7910843,1.39,1,36.231884060000006
530,2,86.0,2,20.97366714,105.7587128,8.31,1,29.666666666666636
7267,5,153.0,4,21.03512001,105.7674332,3.81,0,42.63877715
4914,2,65.0,2,20.9732914,105.8200073,7.13,0,24.761904760000007
5120,5,358.8,4,21.06304932,105.7973099,2.14,1,39.473684209999995
1981,2,68.0,2,20.97953796,105.8416138,7.33,1,53.27102803888892
4401,3,90.0,2,20.94397926,105.8554382,11.12,2,58.53571428714287
731,2,73.0,2,21.0124321,105.767395,4.82,0,24.418604649999995
734,2,72.0,2,20.95252991,105.7903137,9.15,1,29.225908370000017
4574,3,101.0,2,21.00826073,105.7960434,3.57,2,43.6827957
7670,2,90.0,2,20.99479103,105.8678436,7.94,0,34.459459460000005
8175,3,118.0,2,20.97293854,105.8663559,9.33,0,44.99999999999999
1483,2,63.3,2,20.9602408,105.7654355,9.15,2,44.44444444666662
7508,3,85.0,2,20.97634506,105.7614975,7.94,1,12.829787230000003
10997,1,32.0,1,21.0160174,105.8326225,3.88,2,26.666666666296305
2433,2,56.0,2,20.96473503,105.8263626,8.11,1,52.52252252333336
2594,3,95.0,2,21.0397701,105.8041427,0.32,3,62.65060240999999
2205,3,124.0,2,20.98651886,105.7863998,5.93,1,41.07142857142861
9072,2,70.0,2,21.0325448,105.8089097,1.12,2,28.57142857166664
1702,4,155.0,2,21.02020073,105.808876,2.31,3,41.549165119999934
6103,2,75.0,2,20.99629784,105.8056335,4.66,5,24.647727270000004
10059,3,109.0,2,21.02295303,105.8098145,2.06,3,47.222222220000035
2638,1,41.0,1,21.05947185,105.9195731,11.6,0,35.365853660000006
6568,3,120.0,3,20.99479103,105.8678436,7.94,0,44.87179487000004
3375,2,90.0,2,20.99688148,105.8179703,4.79,3,40.625
6230,2,72.0,2,20.96473503,105.8263626,8.11,1,44.30379746999999
10774,2,100.0,2,21.01901627,105.7932053,2.65,2,31.06060605999996
2195,2,43.5,1,21.0024147,105.9641113,16.45,0,61.92958128079996
5204,1,45.0,1,21.02358246,105.8052292,1.93,3,33.13953487999997
5886,2,65.0,2,21.00481796,105.8046722,3.81,4,29.666666666666636
9770,3,141.0,2,21.07865143,105.8026123,3.58,0,34.285714281428554
7432,2,85.0,2,21.06269073,105.9083328,10.55,2,60.81632653142861
1254,2,124.0,2,21.00266647,105.8154297,4.17,4,40.778688527499966
7384,1,55.0,1,21.0024147,105.9641113,16.45,0,55.84523809499995
1102,2,67.0,2,20.96422386,105.8231812,8.08,1,45.13888888874995
1059,2,75.0,2,20.97321701,105.7788544,7.43,4,30.035714284999973
2093,4,128.0,3,20.94645882,105.8557816,10.92,3,51.70454545
10526,2,83.0,2,20.99972153,105.828331,4.92,5,47.40608228999993
8202,2,81.0,2,21.01609802,105.7924881,2.95,2,24.999999999999982
5781,2,70.0,2,20.97309303,105.8383713,7.75,1,28.712871289999967
6265,3,145.0,3,21.07213593,105.810997,2.99,0,49.952941172000045
2995,4,123.0,2,20.98101997,105.7548981,7.95,0,36.781609200000005
7482,3,80.0,2,21.0024147,105.9641113,16.45,0,83.7500000000001
320,2,71.0,2,20.95658875,105.8448868,9.52,2,32.075471697499985
7352,1,38.0,1,21.06729049,105.7618665,4.93,2,35.922222221666644
4057,2,80.36,2,21.02956772,105.7918777,1.85,0,34.28571429000004
1453,2,70.0,2,20.97396851,105.8216934,7.1,0,33.27350427200003
9712,2,58.5,1,21.01028824,105.9401245,13.93,1,40.24019607833338
6840,3,145.0,2,21.07213593,105.810997,2.99,0,40.000000000000036
460,2,82.0,2,20.94645882,105.8557816,10.92,3,27.567567569999987
4422,2,55.0,1,21.00522614,105.7389145,7.58,0,42.10958904199997
10779,1,45.0,1,21.04117203,105.8250961,2.05,4,47.08029197000003
6766,2,73.0,2,21.06909752,105.8880386,8.73,2,38.349514559999974
6142,2,82.0,2,20.99843788,105.8667374,7.63,0,19.85074626500002
2170,2,73.0,1,20.9922142,105.788681,5.32,1,40.90909090999993
7738,2,58.0,1,20.99843788,105.8667374,7.63,0,64.01712932629997
6471,2,96.0,2,21.041172,105.825096,2.05,4,56.66666667
10129,2,67.0,2,21.08234978,105.8717575,7.78,0,32.48175182000005
3283,2,70.0,2,20.97321701,105.7788544,7.43,4,57.81648257909095
72,1,28.7,1,21.00522614,105.7389145,7.58,0,40.185185183333274
1064,2,61.5,2,21.031586,105.76045,4.57,1,26.92913385799999
8934,3,107.0,2,21.0201683,105.7807541,3.3,0,33.706643470000024
3527,3,90.0,2,20.96728516,105.7781754,8.02,3,40.78947367999996
4662,3,101.0,2,21.00826073,105.7960434,3.57,2,38.41346154000006
670,2,50.0,1,21.0018407,105.859707,6.86,0,56.329113920000005
4040,2,67.0,1,20.95405769,105.7409821,10.94,0,38.20224718999998
3228,2,72.0,2,21.03717804,105.8730698,6.86,2,27.786016948749996
8050,2,90.0,2,21.0187118,105.7924762,2.71,2,59.45945946000002
5924,2,64.0,2,21.00461388,105.8040771,3.83,4,40.68965517000004
209,2,100.0,2,21.03505135,105.7949753,1.25,1,35.714285714285715
9240,2,53.0,1,20.99895859,105.7880325,4.7,3,35.97359736333336
7626,3,160.0,3,20.95828247,105.7671967,9.26,2,107.16156155379997
2495,1,43.0,1,21.00885201,105.7439194,6.97,0,36.43410853
7990,2,51.0,2,21.0089749,105.8345134,4.52,2,21.939024389999997
9332,2,65.0,1,20.98386002,105.8466034,7.24,2,18.49170437470587
3584,3,127.0,2,20.97843933,105.772644,7.2,2,37.22222222000004
7013,2,73.0,2,20.98483658,105.8598557,8.01,1,66.49999999999994
6314,3,86.0,2,21.03512001,105.7674332,3.81,0,57.971014489999966
5325,3,94.0,2,21.03445816,105.7696533,3.61,0,33.23170732000004
9093,2,55.5,1,20.96246719,105.792366,8.14,2,45.48192771166662
6439,2,77.0,2,20.98554039,105.7989426,5.77,2,19.33333332999999
994,2,70.28,2,20.93970299,105.7872543,10.47,0,26.22222222500002
8594,2,67.04,2,20.96331406,105.8267365,8.26,1,25.629629631999983
4374,1,45.0,1,20.95757484,105.8069,8.54,1,38.70967741999994
5199,3,151.0,2,21.02020073,105.808876,2.31,3,34.25925925999994
7398,3,172.0,2,21.00448418,105.7986298,3.89,3,63.63636363999999
7719,3,114.0,2,20.98483658,105.8598557,8.01,1,26.817567567500024
6325,2,68.0,2,21.00461388,105.8040771,3.83,4,61.42857142999998
8733,2,80.36,2,21.02956772,105.7918777,1.85,0,42.15946843785711
911,2,68.0,2,21.02097893,105.7910614,2.58,2,28.288888888333314
10822,2,82.0,2,21.02216148,105.7717972,3.89,0,40.69767442000003
6410,2,64.5,2,20.96728516,105.7781754,8.02,3,42.444444440000055
4820,5,244.0,4,21.00445557,105.8025284,3.85,3,59.34065933999996
9278,1,32.0,1,21.0339173,105.8133757,1.25,2,62.49999999999996
10458,3,101.0,2,21.03158569,105.7682037,3.82,0,34.04411765
8140,3,96.0,2,21.04437256,105.8032303,0.21,2,44.07713499000005
7756,2,45.0,1,21.0499622,105.7897558,1.65,1,28.881987575714273
6405,2,77.0,2,21.0118082,105.8083617,3.13,3,34.61538462
9615,3,190.0,3,21.01410294,105.8017883,2.9,2,39.735099340000005
341,3,100.0,2,20.98434067,105.7768097,6.49,3,22.288557210000015
5482,2,91.0,2,21.03623962,105.7853775,2.05,1,39.568345319999985
6675,2,52.0,1,21.00580597,105.7943726,3.85,2,27.61194029999999
6218,3,113.0,2,21.04431725,105.877861,7.32,3,18.261904762857142
4561,2,98.0,2,21.04025,105.791084,1.39,1,37.576326909999985
9952,2,62.0,2,21.04615211,105.9156494,11.1,1,40.94240837499998
9553,2,48.0,1,20.9911925,105.8394377,6.23,2,60.259259259333355
4837,1,50.0,1,21.00174141,105.9421463,14.35,0,26.530612239999986
2605,2,67.0,2,20.9732914,105.8200073,7.13,0,40.95238095142852
10006,2,54.0,2,21.03630638,105.9331207,12.86,1,47.71134103105005
10945,2,86.0,2,21.02295303,105.8098145,2.06,3,37.18750000250003
3480,2,76.0,2,20.99599457,105.8612671,7.35,0,30.18867925
4533,2,83.0,2,21.0555439,105.80513,1.26,2,27.011494250000005
10086,3,115.0,2,20.99433327,105.8675613,7.94,0,81.42857143000012
1699,3,160.0,2,21.00836563,105.8029099,3.46,3,75.00000000000011
8030,2,80.0,2,21.04423332,105.7673187,3.74,0,27.43362831999997
2103,2,75.0,2,20.98424339,105.8084488,5.88,3,36.82307692200001
37,2,47.0,1,21.00885201,105.7439194,6.97,0,24.646258502857126
10381,2,75.0,2,20.97309303,105.8383713,7.75,1,12.87234043
9672,3,143.0,2,21.0026989,105.7924271,4.21,2,63.210672220133326
323,1,47.0,1,21.0024147,105.9641113,16.45,0,42.33226837000006
7619,3,92.0,2,21.09191704,105.7850037,5.28,1,26.147157190434804
8160,3,153.0,2,21.03043365,105.7692795,3.76,0,28.94736842000001
2488,2,61.5,1,21.01905632,105.7879791,2.91,1,37.41379310500004
7043,5,153.0,4,21.03512001,105.7674332,3.81,0,34.66666666333333
9719,3,123.0,2,20.9919548,105.7851028,5.46,1,53.28571428571429
4651,3,75.0,2,21.0040864,105.8031129,3.89,4,39.489489489999976
10747,4,107.0,2,21.03040504,105.7770309,3.04,0,32.89473683999997
7773,2,71.0,2,21.03108406,105.7745667,3.24,0,37.42857142499996
5213,2,79.0,2,20.96255493,105.7652512,8.95,2,26.147157190434804
3062,2,48.0,1,21.090308,105.7910665,4.93,1,25.163636364545464
3387,3,103.0,2,20.99843788,105.8667374,7.63,0,43.803680980000046
1681,3,94.0,2,21.00839996,105.8337784,4.51,2,56.249999999999986
6493,3,110.0,2,21.03376579,105.7703018,3.56,0,34.640614479499966
7592,3,97.0,2,21.09144402,105.7847214,5.25,1,63.24324323999997
2370,2,78.0,2,21.04423332,105.7673187,3.74,0,25.507159905000034
4096,3,76.0,2,20.9732914,105.8200073,7.13,0,21.744186050000014
5576,3,150.0,2,21.02114296,105.8093491,2.23,3,45.97701149000006
5674,2,69.0,2,21.03040504,105.7770309,3.04,0,49.844444445000086
5670,4,150.0,3,21.00522614,105.8050613,3.77,4,31.250000002500034
9444,4,190.0,3,21.07213593,105.810997,2.99,0,27.43362831999997
2893,3,89.0,2,20.99069977,105.8142776,5.31,2,38.978142076666714
612,2,70.0,2,21.0024147,105.9641113,16.45,0,51.47058823800001
5297,3,156.0,2,21.05900574,105.783226,2.68,1,36.29629629999998
440,1,30.0,1,21.0024147,105.9641113,16.45,0,24.463007159999993
6456,2,75.0,2,20.99479103,105.8678436,7.94,0,23.308270680000014
4439,3,102.0,2,20.99477196,105.8061295,4.82,5,33.593749999999986
10305,2,61.6,2,20.99069977,105.8142776,5.31,2,28.888888890000015
2729,2,75.0,2,20.96440125,105.793335,7.93,2,75.00000000000011
1986,1,52.0,1,21.03656769,105.7604828,4.47,1,43.000000000000036
9775,2,56.0,2,20.95757484,105.8069,8.54,1,48.405479452
3231,3,122.9,2,21.08389091,105.8084793,4.11,0,60.141242936666735
4658,2,82.0,2,21.00174141,105.9421463,14.35,0,66.35101010111114
8503,3,82.0,2,21.03717804,105.8730698,6.86,2,52.632756044827524
6610,3,110.0,2,21.0201683,105.7807541,3.3,0,43.820634919999954
10435,4,185.0,3,21.03326988,105.8167038,1.54,2,21.726190480000014
8330,2,69.0,2,20.95828247,105.7671967,9.26,2,36.60550458999997
4193,2,75.9,2,20.98424339,105.8084488,5.88,3,86.66666667000013
1081,2,58.4,1,21.03506279,105.7496643,5.56,1,36.18421052250001
2896,3,85.0,2,21.06909752,105.8880386,8.73,2,40.24019607833338
1256,3,99.0,2,21.00580597,105.7943726,3.85,2,30.73089700999998
5382,2,72.0,2,21.01188278,105.7864456,3.6,2,41.89024390071426
2681,2,77.0,2,21.04574585,105.8663788,6.17,3,50.277777777999916
10499,3,133.0,2,21.02114296,105.8093491,2.23,3,43.58923884333327
4280,3,98.6,2,21.08234978,105.8717575,7.78,0,22.000000000000018
6815,1,31.0,1,21.0024147,105.9641113,16.45,0,33.23170732000004
4889,2,68.0,2,20.95828247,105.7671967,9.26,2,52.0689655175001
10641,4,185.0,3,21.03326988,105.8167038,1.54,2,39.64646464750001
5359,2,85.0,2,21.01193619,105.7749939,4.29,0,29.99999999999997
2827,2,68.6,2,21.02097893,105.7910614,2.58,2,45.825242717999934
5207,2,68.9,2,20.95252991,105.7903137,9.15,1,44.99999999999999
6289,2,67.0,2,20.97145653,105.8281708,7.52,0,26.89393939333332
7232,2,62.0,2,21.07024574,105.7914734,3.04,1,18.49170437470587
5374,2,67.0,2,20.97309303,105.8383713,7.75,1,34.50314217370001
2993,3,102.0,2,20.99477196,105.8061295,4.82,5,27.786016948749996
6872,4,147.0,2,21.08014297,105.8136902,3.83,0,51.58730158999995
5770,3,83.0,2,20.97639847,105.8145752,6.73,1,26.796116504
3767,3,114.0,2,21.04423332,105.7673187,3.74,0,34.48275862000005
10390,3,95.0,2,20.99682999,105.7938385,4.74,3,45.016806722142825
4268,2,88.0,2,21.06583214,105.8265076,3.16,0,44.766165449999995
5567,2,70.0,2,21.06801414,105.797081,2.62,1,28.00000000000002
9274,2,68.0,2,21.0024147,105.9641113,16.45,0,45.294117650000054
10254,3,130.0,2,20.98651886,105.7863998,5.93,1,45.016806722142825
1908,2,83.0,2,21.04423332,105.7673187,3.74,0,107.60869567500013
10188,2,67.0,2,21.08234978,105.8717575,7.78,0,38.88888888999998
2822,2,63.0,1,21.04431725,105.877861,7.32,3,41.38613861000006
5800,2,74.0,2,20.98304367,105.7573395,7.64,0,34.55882352999998
1670,3,107.0,2,21.00245285,105.8011932,4.06,4,41.935483869999956
8532,4,200.0,2,21.02122498,105.828064,3.19,2,45.34090908749995
7142,4,148.0,3,21.00836563,105.8029099,3.46,3,36.000000000000036
577,2,88.24,2,20.99629784,105.8056335,4.66,5,46.611893584444495
3276,3,79.3,2,21.02724648,105.7860107,2.44,0,42.40566038000004
3589,2,58.0,2,20.95876884,105.8463135,9.39,2,66.49999999999994
8703,4,150.0,3,21.03327,105.8167,1.54,2,46.80985108777774
5504,3,103.0,3,20.98434067,105.7768097,6.49,3,29.88505747000003
7082,2,50.0,2,20.9892555,105.8458991,6.77,2,62.85714285999998
5130,2,58.0,1,21.03506279,105.7496643,5.56,1,25.16129031999999
6003,2,97.0,2,21.07390404,105.7999802,3.13,0,29.57142857333335
10933,3,80.0,2,21.0118082,105.8083617,3.13,3,76.22815534099993
8070,3,75.0,2,20.9732914,105.8200073,7.13,0,30.508474579999962
6068,1,30.3,1,21.00174141,105.9421463,14.35,0,27.40816326499999
8835,2,55.5,1,20.96246719,105.792366,8.14,2,49.52380952000006
10074,2,72.9,2,20.93810272,105.8522491,11.51,2,41.53439153333327
9130,3,135.0,2,21.03158569,105.7604523,4.57,1,27.2500000025
8760,3,80.0,2,21.0024147,105.9641113,16.45,0,23.901720618518507
7782,2,55.0,2,21.00434628,105.8467135,5.7,3,23.69047619333334
1246,3,126.0,2,21.08014297,105.8136902,3.83,0,22.623059866363626
10927,2,94.0,2,20.97447205,105.7608795,8.13,1,25.258823526999986
10730,3,141.0,2,21.04335976,105.8184891,1.38,2,61.169590643333215
10944,3,120.0,2,21.04447174,105.8456268,4.09,4,27.2500000025
933,2,70.0,2,20.97321701,105.7788544,7.43,4,38.68534482750004
9433,1,54.0,1,20.96246719,105.792366,8.14,2,40.52706552769232
2621,2,112.6,2,21.002666,105.81543,4.17,4,42.24137931000003
5240,2,114.4,2,21.00886726,105.820343,3.75,4,52.332200507272795
9738,2,53.0,2,20.95876884,105.8463135,9.39,2,39.28571428999994
9146,3,141.0,2,21.07865143,105.8026123,3.58,0,53.28571428571429
9262,3,123.0,2,21.02951241,105.8181686,1.9,1,26.666666666296305
6972,2,75.0,2,21.0684295,105.8893572,8.84,2,15.789473679999997
520,3,82.0,2,20.9663813,105.8377281,8.34,1,47.56871035999991
6278,2,89.0,2,21.03445816,105.7696533,3.61,0,50.25488530181813
8813,2,73.0,2,21.0124321,105.767395,4.82,0,59.325261248199965
1630,3,121.0,2,21.04423332,105.7673187,3.74,0,35.714285709999984
1308,2,74.0,2,21.02097893,105.7910614,2.58,2,42.73024054666669
8200,3,106.0,2,21.03656769,105.7604828,4.47,1,37.83783783999998
9501,2,65.0,1,20.98386002,105.8466034,7.24,2,49.000000000000064
2554,2,73.0,2,21.0124321,105.767395,4.82,0,25.142857139999983
8240,2,45.0,2,20.96359825,105.8280334,8.27,1,25.62500000000002
4355,3,104.0,2,21.011883,105.786446,3.6,2,40.29535864666671
10252,3,163.0,3,21.01372147,105.8134766,3.05,3,44.52460317499995
3721,3,108.0,2,21.03388786,105.7596283,4.6,1,21.744186050000014
9043,2,68.0,2,21.0024147,105.9641113,16.45,0,32.125435540000026
5767,2,77.0,2,21.00966644,105.7937469,3.5,2,46.53061224571429
6693,2,52.0,2,21.03597832,105.9062958,10.18,1,47.787051089999935
5426,2,79.0,2,21.04015923,105.7613144,4.35,1,25.653594773333346
352,2,75.0,2,20.97309303,105.8383713,7.75,1,36.1904761888889
4148,4,125.0,2,21.02956772,105.7918777,1.85,0,13.999999999999998
10924,2,63.0,2,21.06510162,105.8886566,8.68,2,60.99999999999998
6563,2,72.0,2,20.9708821,105.8351283,7.82,1,83.88888889000009
5497,2,66.0,2,20.991436,105.7560654,7.08,0,21.726190480000014
8498,1,30.0,1,21.00885201,105.7439194,6.97,0,21.333333330000013
2529,3,107.0,2,21.00029182,105.8160095,4.41,4,41.41414140999996
4765,3,106.0,2,21.00522614,105.8050613,3.77,4,28.585858589999976
1802,3,116.0,2,21.00887871,105.8002548,3.43,3,50.599690316949996
10156,2,120.0,2,21.00048828,105.8071594,4.25,4,63.63636363999999
4006,2,70.0,2,21.00026512,105.8699341,7.79,0,35.714285714285715
2541,3,92.75,2,20.95658875,105.8448868,9.52,2,41.91616765999993
1781,2,74.0,1,20.9717617,105.8789291,10.28,0,35.625000000000036
2424,2,120.0,2,20.99479103,105.8678436,7.94,0,33.000000000000064
729,3,95.0,2,20.994333,105.86756,7.94,0,36.27760251999998
3780,2,85.0,2,21.0375451,105.7919566,1.38,1,27.386363632500007
9213,2,75.0,2,20.99453354,105.7893906,5.08,2,45.774647890000026
3595,2,70.0,2,20.97952843,105.7875671,6.57,3,34.99999999999996
1895,2,64.0,2,21.00481796,105.8046722,3.81,4,39.83050847499996
9751,4,200.0,4,21.005226,105.80506,3.77,4,32.1529279776
5748,2,85.3,1,20.97241211,105.761528,8.27,2,38.92215568999996
3413,2,53.0,2,21.035978,105.906296,10.18,1,37.64705881999998
4529,2,70.0,2,20.97293854,105.8663559,9.33,0,69.99999999999994
1478,2,80.0,2,20.96246719,105.792366,8.14,2,28.515624999999975
9617,2,86.0,2,21.0744648,105.700798,10.86,0,22.41576994571431
9512,1,40.0,1,21.00879135,105.8175868,3.65,4,60.365853659999985
2663,2,78.0,2,20.97843933,105.772644,7.2,2,43.05912596000006
7396,3,80.0,2,21.0024147,105.9641113,16.45,0,28.54468882
5360,3,153.0,2,21.07213593,105.810997,2.99,0,34.640614479499966
4385,2,78.0,2,21.02216148,105.7717972,3.89,0,41.07142857142861
553,3,107.0,2,21.03656769,105.7604828,4.47,1,42.46575341999999
10393,2,45.0,1,21.0282134,105.8390063,3.73,3,47.272727269999905
3290,3,121.0,2,21.04423332,105.7673187,3.74,0,49.84326018909085
1575,3,112.0,2,21.0026989,105.7924271,4.21,2,52.30769231000004
9263,3,128.0,2,21.0097179,105.7932621,3.51,2,29.428571428000037
10063,2,74.0,2,20.95850182,105.8263474,8.72,1,40.000000000000036
2026,2,70.5,2,21.01414871,105.7887268,3.29,2,27.210884349999983
5744,4,185.0,3,21.03445816,105.7696533,3.61,0,41.75824176
1322,3,100.0,2,20.99433327,105.8675613,7.94,0,24.999999999999982
1231,3,74.0,2,20.99194908,105.9400482,14.46,0,28.333333329999963
6588,3,95.0,2,20.98543167,105.8393402,6.71,2,38.88888888666668
2566,2,65.0,2,21.01414871,105.7887268,3.29,2,40.18441558428566
935,3,126.0,2,20.99964523,105.7993851,4.36,5,26.168224300000002
10325,2,63.0,2,21.08234978,105.8717575,7.78,0,40.24019607833338
